,index,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명,지역
1660,18070,P0052,서울특별시,동대문구,기타,0,장안벚꽃로,3,서울특별시 동대문구 장안벚꽃로 167,서울특별시 동대문구 장안동 329-3,37.574936,127.0742821,마로니에공원,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1661,18071,P0053,서울특별시,동대문구,기타,0,장안벚꽃로,3,서울특별시 동대문구 장안벚꽃로 205,서울특별시 동대문구 장안동 328,37.577793,127.0757616,은석초교 정문 앞,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1662,18072,P0054,서울특별시,동대문구,기타,0,한천로55길,3,서울특별시 동대문구 한천로55길 9,서울특별시 동대문구 이문동 73,37.595856,127.067457,이문삼익아파트 대로변,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1663,18073,P0055,서울특별시,동대문구,기타,0,망우로20길,3,서울특별시 동대문구 망우로20길 86,서울특별시 동대문구 휘경동 368,37.590596,127.0655317,브라운스톤@ 정문앞,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1664,18074,P0056,서울특별시,동대문구,기타,0,망우로21길,3,서울특별시 동대문구 망우로21길 52,서울특별시 동대문구 휘경동 192-5,37.5902556,127.059381,회기역2번 출구 신생빌딩 맞은편,4,0,,,,2018,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1665,18075,P0057,서울특별시,동대문구,기타,0,답십리로56길 125,3,서울특별시 동대문구 답십리로56길 126,서울특별시 동대문구 답십리동 21-77,37.567621,127.057809,답십리현대시장 입구 옆(소문난곱창 옆),4,0,,,,2019,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1666,18081,P0058,서울특별시,동대문구,기타,0,한빛로 29,3,서울특별시 동대문구 한빛로 29,서울특별시 동대문구 신설동 45-2,37.57834392,127.025603,남서울대학교 / 대광중·고교 통학로,4,0,,,,2019,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1667,18082,P0059,서울특별시,동대문구,기타,0,고산자로28길,3,서울특별시 동대문구 고산자로28길 39,서울특별시 동대문구 용두동 39-714,37.57497077,127.040439,동대문보건소 앞,4,0,,,,2019,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1668,18083,P0060,서울특별시,동대문구,기타,0,답십리로29길,3,서울특별시 동대문구 답십리로23길 30,서울특별시 동대문구 전농동 695,37.57672448,127.0496315,"롯데캐슬노를레스아파트104동 동측부, 롯데캐슬 노블레스 아파트 옆길",4,0,,,,2019,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1669,18084,P0061,서울특별시,동대문구,기타,0,황물로15길28,3,서울특별시 동대문구 황물로15길 28,서울특별시 동대문구 답십리동 956-38,37.56594249,127.0582254,두산위브아파트 후문,4,0,,,,2020,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1670,18085,P0062,서울특별시,동대문구,기타,0,약령시로 51,3,서울특별시 동대문구 약령시로 51,서울특별시 동대문구 제기동 1193,37.58293156,127.0357641,-,4,0,,,,2020,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구,서울
1757,19065,39,서울특별시,광진구,구도,3109,자양로,3,서울특별시 광진구 자양로 45,서울특별시 광진구 자양동 679-30,37.532018,127.085371,한국보건의료인 국가시험원 앞,4,0,,,,2019,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1758,19066,40,서울특별시,광진구,구도,405,능동로,3,서울특별시 광진구 능동로 433,서울특별시 광진구 중곡동 168-8,37.567767,127.084713,중곡문화체육센터 앞,4,0,,,,2019,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1759,19067,41,서울특별시,광진구,구도,3107,아차산로,3,서울특별시 광진구 아차산로 522,서울특별시 광진구 광장동 565,37.541929,127.0989833,광장 힐스테이 상가 건너편,4,0,,,,2019,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1760,19068,42,서울특별시,광진구,특별시도,3109,자양로,3,서울특별시 광진구 자양로 185,서울특별시 광진구 구의동 253-15,37.544176,127.084728,구의동 대림바스플랜 앞,4,0,,,,2020,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1761,19069,43,서울특별시,광진구,특별시도,3109,자양로,3,서울특별시 광진구 자양로 116,서울특별시 광진구 구의동 252-16,37.538139,127.083753,구의동 웰츠타워 앞,4,0,,,,2020,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1762,19070,44,서울특별시,광진구,구도,없음,영화사로,3,서울특별시 영화사로 95,서울특별시 구의동 17-1,37.554629,127.096634,구의동 금성빌라 앞,4,0,,,2,2020,서울특별시 광진구청,02-450-1486,2021-06-23,3040000,서울특별시 광진구,서울
1763,19071,45,서울특별시,광진구,특별시도,405,능동로,3,서울특별시 능동로 18,서울특별시 자양동 855,37.533363,127.068534,이튼타워리버3차 앞,4,0,,,2,2020,서울특별시 광진구청,02-450-1487,2021-06-23,3040000,서울특별시 광진구,서울
1791,19132,4,서울특별시,광진구,특별시도,3001,광나루로,3,서울특별시 광진구 광나루로 369,서울특별시 광진구 군자동 503,37.547979,127.071019,두산위브 앞,4,0,,,2,2016,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1792,19133,36,서울특별시,광진구,특별시도,4805,면목로,3,서울특별시 광진구 면목로 127,서울특별시 광진구 중곡동 231-2,37.564843,127.080667,신성그랜드타워 앞,4,0,,,2,2018,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
1793,19134,37,서울특별시,광진구,특별시도,3111,뚝섬로,3,서울특별시 광진구 뚝섬로 666,서울특별시 광진구 자양동 662-2,37.531557,127.083472,성자초등학교 옆,4,0,,,2,2018,서울특별시 광진구청,02-450-1485,2021-06-23,3040000,서울특별시 광진구,서울
