무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
F5980,서울특별시,성북구,특별시도,,한천로,2,서울특별시 성북구 한천로 509,,37.607038,127.065943,석관중R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5981,서울특별시,성북구,특별시도,,동소문로,2,서울특별시 성북구 동소문로 327,,37.609032,127.029905,미아사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5984,서울특별시,성북구,특별시도,,한천로,2,서울특별시 성북구 한천로,서울특별시 성북구 석관동 174-4,37.612633,127.06073,장위사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5985,서울특별시,성북구,특별시도,,돌곶이로,2,서울특별시 성북구 돌곶이로 77,,37.61064,127.057118,돌곶이역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5988,서울특별시,중랑구,일반국도,3번,동일로,1,서울특별시 중랑구 동일로 686,,37.591534,127.080242,중랑전화국R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5989,서울특별시,노원구,특별시도,,화랑로,2,서울특별시 노원구 화랑로 556,,37.621651,127.087046,화랑대R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F6146,서울특별시,서초구,일반국도,47번,중앙로,1,서울특별시 서초구 중앙로,서울특별시 서초구 우면동 778,37.459221,127.018489,선암지하차도 진입전,2,60,,,99,2011,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F6147,서울특별시,서초구,특별시도,,헌릉로,2,서울특별시 서초구 헌릉로,서울특별시 서초구 내곡동 1-3041,37.455539,127.066135,서울시립어린이병원 건너편,1,60,,,99,2011,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F6203,서울특별시,서초구,특별시도,,동작대로,1,서울특별시 서초구 동작대로 234,,37.497156,126.983577,이수교고가앞,2,50,,,99,2011,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F6607,서울특별시,강동구,특별시도,,서하남로,2,서울특별시 강동구 서하남로,서울특별시 송파구 방이동 산 101-1,37.516893,127.144013,서하남IC입구교차로,2,60,,,99,2011,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5952,서울특별시,송파구,특별시도,,양재대로,2,서울특별시 송파구 양재대로,서울특별시 송파구 송파동 188-4,37.500397,127.118381,신가초교 교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5954,서울특별시,송파구,특별시도,,올림픽로,2,서울특별시 송파구 올림픽로,서울특별시 송파구 잠실동 40,37.511626,127.09305,잠실3사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5955,서울특별시,송파구,특별시도,,탄천동로,2,서울특별시 송파구 탄천동로,서울특별시 송파구 잠실동 120,37.51038,127.070496,삼성교동측R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5956,서울특별시,강동구,일반국도,43번,조정대로,1,서울특별시 강동구 조정대로,서울특별시 강동구 상일동 산 8-11,37.549547,127.182677,상일IC진입전,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5957,서울특별시,광진구,일반국도,3번,천호대로,2,서울특별시 광진구 천호대로 502,,37.559065,127.074146,군자교R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5959,서울특별시,광진구,일반국도,47번,동일로,1,서울특별시 광진구 동일로 50,,37.537264,127.061383,영동대교북단R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5961,서울특별시,광진구,특별시도,,광나루로,2,서울특별시 광진구 광나루로 344,,37.548198,127.067711,화양사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5962,서울특별시,광진구,일반국도,47번,동일로,1,서울특별시 광진구 동일로 112,,37.542306,127.064225,성수사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5963,서울특별시,성동구,특별시도,,왕십리로,2,서울특별시 성동구 왕십리로,서울특별시 성동구 행당동 188-9,37.560722,127.035574,왕십리역R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5964,서울특별시,성동구,특별시도,,고산자로,2,서울특별시 성동구 고산자로,서울특별시 성동구 마장동 450-70,37.571529,127.037718,시설관리공단남단R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5965,서울특별시,은평구,특별시도,,북한산로,2,서울특별시 은평구 북한산로,서울특별시 은평구 진관동 289,37.658481,126.946031,북한산성입구 교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
DD035,서울특별시,관악구,특별시도,0,은천로,3,-,서울특별시 관악구 봉천동 738-368,37.48583238,126.9557097,은천삼거리 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
DD051,서울특별시,관악구,특별시도,0,시흥대로,3,서울특별시 관악구 시흥대로 570,,37.48374043,126.9023796,연세W산부인과 구로점 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
G0001,서울특별시,관악구,특별시도,0,난곡로49길,3,서울특별시 관악구 난곡로49길 20,,37.477272,126.914298,강동연립2차 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
G0004,서울특별시,관악구,특별시도,0,난곡로43길,3,-,서울특별시 관악구 신림동 749-10,37.4758556,126.914598,난곡로43길 26 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
G5002,서울특별시,관악구,특별시도,0,남부순환로156길,3,-,서울특별시 관악구 신림동 1642-4,37.48114111,126.9205406,성보중학교 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
G5003,서울특별시,관악구,특별시도,0,남부순환로152길,3,-,서울특별시 관악구 신림동 1642-4,37.48191499,126.9190813,럭키슈퍼 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
G5005,서울특별시,관악구,특별시도,0,남부순환로152길,3,-,서울특별시 관악구 신림동 1642-4,37.48180649,126.9185274,호림박물관 부근,4,0,,,,,서울특별시 관악구청,02-879-6959,2021-03-10,3200000,서울특별시 관악구
용신_0042,서울특별시,동대문구,기타,0,하정로,3,서울특별시 동대문구 하정로 44,서울특별시 동대문구 신설동 92-10,37.574912,127.026788,옛 구청사 사거리,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
전농1_0004,서울특별시,동대문구,기타,0,서울시립대로,3,,서울특별시 동대문구 전농동 644-88,37.57509483,127.0466057,우리외과앞,4,0,,,,2007,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
전농1_0017,서울특별시,동대문구,기타,0,서울시립대로5길,3,서울특별시 동대문구 서울시립대로5길 27,서울특별시 동대문구 전농동 644-2,37.5763588,127.0457773,-,4,0,,,,2011,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
회기_0014,서울특별시,동대문구,기타,0,회기로,3,서울특별시 동대문구 회기로 128-1,서울특별시 동대문구 회기동 105-8,37.5913695,127.050745,아이러브케익 앞,4,0,,,,2012,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
휘경2_0032,서울특별시,동대문구,기타,0,장안벚꽃로5길,3,서울특별시 동대문구 장안벚꽃로5길 30,서울특별시 동대문구 휘경동 49-181,37.5814127,127.073465,-,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
용신_0049,서울특별시,동대문구,기타,0,고산자로31길 25,3,서울특별시 동대문구 고산자로31길 25,서울특별시 동대문구 용두동 792-2,37.5767322,127.0363668,용두새마을금고 본점 앞,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
장안1_0057,서울특별시,동대문구,기타,0,한천로14길 53,3,서울특별시 동대문구 한천로14길 53,서울특별시 동대문구 장안동 398-8,37.56712179,127.0658005,장안동우체국 앞,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
장안1_0061,서울특별시,동대문구,기타,0,답십리로64길 135,3,서울특별시 동대문구 답십리로64길 135,서울특별시 동대문구 장안동 194-28,37.567118,127.064277,-,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
전농2_0031,서울특별시,동대문구,기타,0,전농로20길10,3,서울특별시 동대문구 전농로20길10,서울특별시 동대문구 전농동 60-325,37.57938781,127.0570919,-,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
회기_0020,서울특별시,동대문구,기타,0,경희대로1나길 56-3,3,서울특별시 동대문구 경희대로1나길 56-3,서울특별시 동대문구 회기동 109-5,37.59344889,127.0506268,-,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
휘경2_0029,서울특별시,동대문구,기타,0,망우로 10길 49,3,서울특별시 동대문구 망우로 10길 49,서울특별시 동대문구 휘경동 312-31,37.58694535,127.0564577,-,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
휘경2_0037,서울특별시,동대문구,기타,0,망우로6길 39,3,서울특별시 동대문구 망우로6길 39,서울특별시 동대문구 휘경동 312-143,37.586437,127.056358,-,4,0,,,,2021,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0001,서울특별시,동대문구,기타,0,고산자로,3,서울특별시 동대문구 고산자로 468,서울특별시 동대문구 제기동 922,37.581539,127.038839,-,4,0,,,,2004,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0002,서울특별시,동대문구,기타,0,고산자로,3,서울특별시 동대문구 고산자로 454,서울특별시 동대문구 제기동 1034,37.581539,127.038839,-,4,0,,,,2004,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0003,서울특별시,동대문구,기타,0,이문로,3,서울특별시 동대문구 이문로 161-1,서울특별시 동대문구 이문동 257-348,37.60105821,127.062151,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0004,서울특별시,동대문구,기타,0,고미술로,3,서울특별시 동대문구 고미술로 57,서울특별시 동대문구 답십리동 994,37.5668003,127.053827,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0005,서울특별시,동대문구,기타,0,이문로,3,서울특별시 동대문구 이문로 133,서울특별시 동대문구 이문동 291-31,37.59842153,127.0613752,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0006,서울특별시,동대문구,기타,0,휘경로,3,서울특별시 동대문구 휘경로 60,서울특별시 동대문구 휘경동 372,37.59417975,127.0662096,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0007,서울특별시,동대문구,기타,0,한천로4길,3,서울특별시 동대문구 한천로4길 12,서울특별시 동대문구 장안동 412-1,37.56369854,127.0588114,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0008,서울특별시,동대문구,기타,0,한천로,3,서울특별시 동대문구 한천로 17,서울특별시 동대문구 답십리동 952-6,37.56434698,127.0593552,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0009,서울특별시,동대문구,기타,0,한천로10길,3,서울특별시 동대문구 한천로10길 22,서울특별시 동대문구 장안동 218-9,37.565871,127.062283,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0010,서울특별시,동대문구,기타,0,한천로,3,서울특별시 동대문구 한천로 36,서울특별시 동대문구 장안동 237-2,37.565211,127.060872,-,4,0,,,,2005,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0011,서울특별시,동대문구,기타,0,황물로,3,서울특별시 동대문구 황물로 168,서울특별시 동대문구 답십리동 530-17,37.56527195,127.056413,-,4,0,,,,2006,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0012,서울특별시,동대문구,기타,0,황물로,3,서울특별시 동대문구 황물로 185-1,서울특별시 동대문구 답십리동 959-18,37.56436566,127.0580252,-,4,0,,,,2006,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0013,서울특별시,동대문구,기타,0,경희대로,3,서울특별시 동대문구 경희대로 16,서울특별시 동대문구 회기동 16-42,37.59282156,127.0526802,-,4,0,,,,2007,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0014,서울특별시,동대문구,기타,0,답십리로72길,3,서울특별시 동대문구 답십리로72길 40,서울특별시 동대문구 장안동 337-8,37.570351,127.073696,-,4,0,,,,2008,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0015,서울특별시,동대문구,기타,0,이문로,3,서울특별시 동대문구 이문로 42,서울특별시 동대문구 휘경동 183-110,37.591094,127.056751,-,4,0,,,,2008,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0016,서울특별시,동대문구,기타,0,무학로,3,서울특별시 동대문구 무학로 82,서울특별시 동대문구 용두동 129-53,37.571494,127.030391,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0017,서울특별시,동대문구,기타,0,겸재로,3,서울특별시 동대문구 겸재로 16,서울특별시 동대문구 휘경동 49-324,37.584393,127.0699231,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0018,서울특별시,동대문구,기타,0,장안벚꽃로,3,서울특별시 동대문구 장안벚꽃로 29,서울특별시 동대문구 장안동 440-8,37.563545,127.071726,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0019,서울특별시,동대문구,기타,0,한천로,3,서울특별시 동대문구 한천로 248,서울특별시 동대문구 휘경동 57,37.582319,127.072599,휘경주공 후문 107동앞,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0020,서울특별시,동대문구,기타,0,휘경로,3,서울특별시 동대문구 휘경로 7-1,서울특별시 동대문구 이문동 288-37,37.59618498,127.0610648,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0021,서울특별시,동대문구,기타,0,휘경로,3,서울특별시 동대문구 휘경로 43,서울특별시 동대문구 휘경동 150-47,37.594604,127.064653,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0022,서울특별시,동대문구,기타,0,천장산로,3,서울특별시 동대문구 천장산로 8,서울특별시 동대문구 이문동 268-3,37.59781855,127.0600385,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0023,서울특별시,동대문구,기타,0,천장산로,3,서울특별시 동대문구 천장산로 31,서울특별시 동대문구 이문동 264-210,37.59854495,127.057831,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0024,서울특별시,동대문구,기타,0,장한로26길,3,서울특별시 동대문구 답십리로 292-3,서울특별시 동대문구 장안동 335-10,37.571517,127.072673,-,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0025,서울특별시,동대문구,기타,0,고산자로28길,3,서울특별시 동대문구 고산자로28길 21,서울특별시 동대문구 용두동 39-951,37.5750907,127.039224,동대문구청 주차장 입구,4,0,,,,2009,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0026,서울특별시,동대문구,기타,0,약령시로,3,서울특별시 동대문구 약령시로 104-1,서울특별시 동대문구 제기동 591-15,37.582976,127.041618,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0027,서울특별시,동대문구,기타,0,무학로,3,서울특별시 동대문구 무학로 125,서울특별시 동대문구 용두동 235-1,37.57536363,127.0304744,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0028,서울특별시,동대문구,기타,0,답십리로69길,3,서울특별시 동대문구 답십리로69길 11,서울특별시 동대문구 장안동 330-5,37.57293432,127.0738346,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0029,서울특별시,동대문구,기타,0,시립대로29길,3,서울특별시 동대문구 서울시립대로29길 3,서울특별시 동대문구 전농동 150-8,37.58370737,127.0541343,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0030,서울특별시,동대문구,기타,0,한천로46길,3,서울특별시 동대문구 한천로46길 42,서울특별시 동대문구 장안동 94-27,37.581707,127.071003,휘경주공아파트 정문,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0031,서울특별시,동대문구,기타,0,장한로24길,3,서울특별시 동대문구 장한로24길 30-2,서울특별시 동대문구 장안동 341-28,37.570465,127.072291,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0032,서울특별시,동대문구,기타,0,망우로14길,3,서울특별시 동대문구 망우로14길 18,서울특별시 동대문구 휘경동 293-164,37.589087,127.060246,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0033,서울특별시,동대문구,기타,0,난계로28길,3,서울특별시 동대문구 난계로28길 23,서울특별시 동대문구 신설동 109-20,37.57289627,127.024199,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0034,서울특별시,동대문구,기타,0,한천로,3,서울특별시 동대문구 한천로 157-1,서울특별시 동대문구 답십리동 1-29,37.57503802,127.067184,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0035,서울특별시,동대문구,기타,0,장한로26길,3,서울특별시 동대문구 장한로26길 67,서울특별시 동대문구 장안동 334-6,37.57139747,127.0748632,-,4,0,,,,2010,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0036,서울특별시,동대문구,기타,0,회기로,3,서울특별시 동대문구 회기로 185-1,서울특별시 동대문구 휘경동 320-4,37.589961,127.056615,-,4,0,,,,2012,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0037,서울특별시,동대문구,기타,0,망우로12길,3,서울특별시 동대문구 망우로12길 17,서울특별시 동대문구 휘경동 281-22,37.588515,127.0589419,휘경초교,4,0,,,,2014,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
F5942,서울특별시,영등포구,특별시도,,여의대방로,2,서울특별시 영등포구 여의대방로,서울특별시 영등포구 여의도동 5,37.519882,126.932546,한양@앞 교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5943,서울특별시,강남구,특별시도,,학동로,1,서울특별시 강남구 학동로,서울특별시 강남구 논현동 238,37.515278,127.035664,서울세관사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5944,서울특별시,강남구,특별시도,,학동로,2,서울특별시 강남구 학동로,서울특별시 강남구 논현동 90-6,37.515531,127.035075,서울세관사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5945,서울특별시,강남구,특별시도,,남부순환로,2,서울특별시 강남구 남부순환로,서울특별시 강남구 도곡동 74-2,37.488554,127.049306,매봉터널사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5946,서울특별시,강남구,특별시도,,남부순환로,1,서울특별시 강남구 남부순환로,서울특별시 강남구 도곡동 907-64,37.485746,127.041087,양재전화국사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5947,서울특별시,강남구,특별시도,,삼성로,1,서울특별시 강남구 삼성로,서울특별시 강남구 삼성동 157-31,37.50717,127.056771,포스코사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5948,서울특별시,강남구,특별시도,,논현로,2,서울특별시 강남구 논현로,서울특별시 강남구 신사동 580-7,37.526863,127.028187,압구정역교차로,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5949,서울특별시,강남구,특별시도,,언주로,2,서울특별시 강남구 언주로 337,,37.498246,127.04442,개나리아파트R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5950,서울특별시,강남구,특별시도,,테헤란로,1,서울특별시 강남구 테헤란로,서울특별시 강남구 역삼동 804,37.497856,127.028127,강남역사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5951,서울특별시,강동구,일반국도,43번,천호대로,1,서울특별시 강동구 천호대로,서울특별시 강동구 길동 산 25-4,37.538081,127.152453,생태공원앞R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5926,서울특별시,노원구,특별시도,,화랑로,1,서울특별시 노원구 화랑로 556,,37.621507,127.087443,화랑대R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5928,서울특별시,용산구,특별시도,,녹사평대로,2,서울특별시 용산구 녹사평대로,서울특별시 용산구 동빙고동 306-2,37.527294,126.991454,52게이트앞 삼거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5929,서울특별시,용산구,특별시도,,녹사평대로,2,서울특별시 용산구 녹사평대로 234,,37.53827,126.986636,재정관리단R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5930,서울특별시,용산구,특별시도,,한강대로,1,서울특별시 용산구 한강대로 26,,37.52255,126.962257,한강대교북단R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5931,서울특별시,용산구,특별시도,,녹사평대로,1,서울특별시 용산구 녹사평대로 234,,37.538472,126.987024,재정관리단앞R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5932,서울특별시,용산구,특별시도,,한강대로,1,서울특별시 용산구 한강대로 270,,37.542312,126.972921,남영삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5933,서울특별시,용산구,특별시도,,한강대로,2,서울특별시 용산구 한강대로 112,,37.529259,126.967693,신용산역삼거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5934,서울특별시,종로구,특별시도,,삼일로,1,서울특별시 종로구 삼일로,서울특별시 종로구 관철동 268,37.568366,126.98786,청계2가사거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5935,서울특별시,중구,특별시도,,퇴계로,2,서울특별시 중구 퇴계로 404,,37.565246,127.016445,신당역R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5936,서울특별시,중구,특별시도,,을지로,2,서울특별시 중구 을지로,서울특별시 중구 을지로7가 136-1,37.565775,127.008071,동대문역사문화공원사거리,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5937,서울특별시,서초구,특별시도,,신반포로,1,서울특별시 서초구 신반포로,서울특별시 서초구 반포동 128-1,37.504983,127.000544,고속터미널R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5938,서울특별시,서초구,특별시도,,반포대로,2,서울특별시 서초구 반포대로,서울특별시 서초구 반포동 63-3,37.501774,127.00317,서울성모병원R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5939,서울특별시,서초구,특별시도,,남부순환로,2,서울특별시 서초구 남부순환로,서울특별시 서초구 서초동 1464-34,37.480754,127.012849,예술의전당앞사거리,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5940,서울특별시,서초구,특별시도,,서초대로,1,서울특별시 서초구 서초대로 240,,37.491638,127.008152,서초역R,2,60,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
F5941,서울특별시,서초구,특별시도,,강남대로,2,서울특별시 서초구 강남대로 547,,37.510832,127.021102,논현역R,2,50,,,99,2010,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
P0038,서울특별시,동대문구,기타,0,회기로25길,3,서울특별시 동대문구 회기로25길 54,서울특별시 동대문구 이문동 341-47,37.59140087,127.0562204,청량초교,4,0,,,,2014,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0039,서울특별시,동대문구,기타,0,경희대로4길,3,서울특별시 동대문구 경희대로4길 73,서울특별시 동대문구 이문동 339-4,37.59139093,127.0562872,청량초교,4,0,,,,2014,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0040,서울특별시,동대문구,기타,0,이문로,3,서울특별시 동대문구 이문로 37,서울특별시 동대문구 회기동 346-18,37.5907117,127.0560993,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0041,서울특별시,동대문구,기타,0,사가정로2길,3,서울특별시 동대문구 사가정로2길 123,서울특별시 동대문구 답십리동 486-15,37.56765362,127.0557369,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0042,서울특별시,동대문구,기타,0,한천로,3,서울특별시 동대문구 한천로 59,서울특별시 동대문구 답십리동 2-201,37.56710483,127.0621956,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0043,서울특별시,동대문구,기타,0,전농로,3,서울특별시 동대문구 전농로 113,서울특별시 동대문구 답십리동 97-15,37.57475891,127.0574956,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0044,서울특별시,동대문구,기타,0,왕산로,3,서울특별시 동대문구 왕산로 147,서울특별시 동대문구 제기동 1015,37.57862471,127.039855,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0045,서울특별시,동대문구,기타,0,정릉천동로,3,서울특별시 동대문구 정릉천동로 80,서울특별시 동대문구 제기동 892-68,37.57984024,127.0352678,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0046,서울특별시,동대문구,기타,0,사가정로,3,서울특별시 동대문구 사가정로 138,서울특별시 동대문구 전농동 38-59,37.57771965,127.0600648,-,4,0,,,,2013,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0047,서울특별시,동대문구,기타,0,한빛로,3,서울특별시 동대문구 한빛로 11,서울특별시 동대문구 신설동 67-1,37.577012,127.024537,남서울대학 후문 맞은편,4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
P0048,서울특별시,동대문구,기타,0,약령시로,3,서울특별시 동대문구 약령시로 10,서울특별시 동대문구 제기동 148-17,37.582525,127.030876,종암초교 (미래빌딩 앞),4,0,,,,2017,동대문구청,02-2127-4098,2021-06-23,3050000,서울특별시 동대문구
